counter,filename,scan_type,obs_seq,ele,n1,n2
0,mapmaker_RISING_SCAN_40-0-2_noiseweighted_map_nside4096.fits.gz,RISING,40-0-2,40,0,2
1,mapmaker_RISING_SCAN_40-0-3_noiseweighted_map_nside4096.fits.gz,RISING,40-0-3,40,0,3
2,mapmaker_RISING_SCAN_40-0-5_noiseweighted_map_nside4096.fits.gz,RISING,40-0-5,40,0,5
3,mapmaker_RISING_SCAN_40-4-3_noiseweighted_map_nside4096.fits.gz,RISING,40-4-3,40,4,3
4,mapmaker_RISING_SCAN_40-4-5_noiseweighted_map_nside4096.fits.gz,RISING,40-4-5,40,4,5
5,mapmaker_RISING_SCAN_40-4-8_noiseweighted_map_nside4096.fits.gz,RISING,40-4-8,40,4,8
6,mapmaker_RISING_SCAN_40-4-10_noiseweighted_map_nside4096.fits.gz,RISING,40-4-10,40,4,10
7,mapmaker_RISING_SCAN_40-4-14_noiseweighted_map_nside4096.fits.gz,RISING,40-4-14,40,4,14
8,mapmaker_RISING_SCAN_40-4-15_noiseweighted_map_nside4096.fits.gz,RISING,40-4-15,40,4,15
9,mapmaker_RISING_SCAN_40-5-2_noiseweighted_map_nside4096.fits.gz,RISING,40-5-2,40,5,2
10,mapmaker_RISING_SCAN_40-5-4_noiseweighted_map_nside4096.fits.gz,RISING,40-5-4,40,5,4
11,mapmaker_RISING_SCAN_40-5-10_noiseweighted_map_nside4096.fits.gz,RISING,40-5-10,40,5,10
12,mapmaker_RISING_SCAN_40-5-12_noiseweighted_map_nside4096.fits.gz,RISING,40-5-12,40,5,12
13,mapmaker_RISING_SCAN_40-5-13_noiseweighted_map_nside4096.fits.gz,RISING,40-5-13,40,5,13
14,mapmaker_RISING_SCAN_40-5-15_noiseweighted_map_nside4096.fits.gz,RISING,40-5-15,40,5,15
15,mapmaker_RISING_SCAN_40-6-0_noiseweighted_map_nside4096.fits.gz,RISING,40-6-0,40,6,0
16,mapmaker_RISING_SCAN_40-6-3_noiseweighted_map_nside4096.fits.gz,RISING,40-6-3,40,6,3
17,mapmaker_RISING_SCAN_40-6-4_noiseweighted_map_nside4096.fits.gz,RISING,40-6-4,40,6,4
18,mapmaker_RISING_SCAN_40-6-5_noiseweighted_map_nside4096.fits.gz,RISING,40-6-5,40,6,5
19,mapmaker_RISING_SCAN_40-6-6_noiseweighted_map_nside4096.fits.gz,RISING,40-6-6,40,6,6
20,mapmaker_RISING_SCAN_40-6-12_noiseweighted_map_nside4096.fits.gz,RISING,40-6-12,40,6,12
21,mapmaker_RISING_SCAN_40-6-13_noiseweighted_map_nside4096.fits.gz,RISING,40-6-13,40,6,13
22,mapmaker_RISING_SCAN_40-6-14_noiseweighted_map_nside4096.fits.gz,RISING,40-6-14,40,6,14
23,mapmaker_RISING_SCAN_40-6-15_noiseweighted_map_nside4096.fits.gz,RISING,40-6-15,40,6,15
24,mapmaker_RISING_SCAN_40-6-16_noiseweighted_map_nside4096.fits.gz,RISING,40-6-16,40,6,16
25,mapmaker_RISING_SCAN_40-7-4_noiseweighted_map_nside4096.fits.gz,RISING,40-7-4,40,7,4
26,mapmaker_RISING_SCAN_40-7-5_noiseweighted_map_nside4096.fits.gz,RISING,40-7-5,40,7,5
27,mapmaker_RISING_SCAN_40-7-6_noiseweighted_map_nside4096.fits.gz,RISING,40-7-6,40,7,6
28,mapmaker_RISING_SCAN_40-7-9_noiseweighted_map_nside4096.fits.gz,RISING,40-7-9,40,7,9
29,mapmaker_RISING_SCAN_40-7-10_noiseweighted_map_nside4096.fits.gz,RISING,40-7-10,40,7,10
30,mapmaker_RISING_SCAN_40-7-11_noiseweighted_map_nside4096.fits.gz,RISING,40-7-11,40,7,11
31,mapmaker_RISING_SCAN_40-7-12_noiseweighted_map_nside4096.fits.gz,RISING,40-7-12,40,7,12
32,mapmaker_RISING_SCAN_40-7-14_noiseweighted_map_nside4096.fits.gz,RISING,40-7-14,40,7,14
33,mapmaker_RISING_SCAN_40-8-0_noiseweighted_map_nside4096.fits.gz,RISING,40-8-0,40,8,0
34,mapmaker_RISING_SCAN_40-8-1_noiseweighted_map_nside4096.fits.gz,RISING,40-8-1,40,8,1
35,mapmaker_RISING_SCAN_40-8-3_noiseweighted_map_nside4096.fits.gz,RISING,40-8-3,40,8,3
36,mapmaker_RISING_SCAN_40-8-5_noiseweighted_map_nside4096.fits.gz,RISING,40-8-5,40,8,5
37,mapmaker_RISING_SCAN_40-8-7_noiseweighted_map_nside4096.fits.gz,RISING,40-8-7,40,8,7
38,mapmaker_RISING_SCAN_40-8-10_noiseweighted_map_nside4096.fits.gz,RISING,40-8-10,40,8,10
39,mapmaker_RISING_SCAN_40-8-12_noiseweighted_map_nside4096.fits.gz,RISING,40-8-12,40,8,12
40,mapmaker_RISING_SCAN_40-8-14_noiseweighted_map_nside4096.fits.gz,RISING,40-8-14,40,8,14
41,mapmaker_RISING_SCAN_40-8-15_noiseweighted_map_nside4096.fits.gz,RISING,40-8-15,40,8,15
42,mapmaker_RISING_SCAN_40-9-0_noiseweighted_map_nside4096.fits.gz,RISING,40-9-0,40,9,0
43,mapmaker_RISING_SCAN_40-9-1_noiseweighted_map_nside4096.fits.gz,RISING,40-9-1,40,9,1
44,mapmaker_RISING_SCAN_40-9-2_noiseweighted_map_nside4096.fits.gz,RISING,40-9-2,40,9,2
45,mapmaker_RISING_SCAN_40-9-3_noiseweighted_map_nside4096.fits.gz,RISING,40-9-3,40,9,3
46,mapmaker_RISING_SCAN_40-9-4_noiseweighted_map_nside4096.fits.gz,RISING,40-9-4,40,9,4
47,mapmaker_RISING_SCAN_40-9-6_noiseweighted_map_nside4096.fits.gz,RISING,40-9-6,40,9,6
48,mapmaker_RISING_SCAN_40-9-8_noiseweighted_map_nside4096.fits.gz,RISING,40-9-8,40,9,8
49,mapmaker_RISING_SCAN_40-9-9_noiseweighted_map_nside4096.fits.gz,RISING,40-9-9,40,9,9
50,mapmaker_RISING_SCAN_40-9-10_noiseweighted_map_nside4096.fits.gz,RISING,40-9-10,40,9,10
51,mapmaker_RISING_SCAN_40-9-11_noiseweighted_map_nside4096.fits.gz,RISING,40-9-11,40,9,11
52,mapmaker_RISING_SCAN_40-9-13_noiseweighted_map_nside4096.fits.gz,RISING,40-9-13,40,9,13
53,mapmaker_RISING_SCAN_40-9-14_noiseweighted_map_nside4096.fits.gz,RISING,40-9-14,40,9,14
54,mapmaker_RISING_SCAN_40-9-15_noiseweighted_map_nside4096.fits.gz,RISING,40-9-15,40,9,15
55,mapmaker_RISING_SCAN_40-10-0_noiseweighted_map_nside4096.fits.gz,RISING,40-10-0,40,10,0
56,mapmaker_RISING_SCAN_40-10-1_noiseweighted_map_nside4096.fits.gz,RISING,40-10-1,40,10,1
57,mapmaker_RISING_SCAN_40-10-3_noiseweighted_map_nside4096.fits.gz,RISING,40-10-3,40,10,3
58,mapmaker_RISING_SCAN_40-10-5_noiseweighted_map_nside4096.fits.gz,RISING,40-10-5,40,10,5
59,mapmaker_RISING_SCAN_40-10-7_noiseweighted_map_nside4096.fits.gz,RISING,40-10-7,40,10,7
60,mapmaker_RISING_SCAN_40-10-8_noiseweighted_map_nside4096.fits.gz,RISING,40-10-8,40,10,8
61,mapmaker_RISING_SCAN_40-10-10_noiseweighted_map_nside4096.fits.gz,RISING,40-10-10,40,10,10
62,mapmaker_RISING_SCAN_40-10-12_noiseweighted_map_nside4096.fits.gz,RISING,40-10-12,40,10,12
63,mapmaker_RISING_SCAN_40-11-4_noiseweighted_map_nside4096.fits.gz,RISING,40-11-4,40,11,4
64,mapmaker_RISING_SCAN_40-11-7_noiseweighted_map_nside4096.fits.gz,RISING,40-11-7,40,11,7
65,mapmaker_RISING_SCAN_40-11-9_noiseweighted_map_nside4096.fits.gz,RISING,40-11-9,40,11,9
66,mapmaker_RISING_SCAN_40-11-10_noiseweighted_map_nside4096.fits.gz,RISING,40-11-10,40,11,10
67,mapmaker_RISING_SCAN_40-11-12_noiseweighted_map_nside4096.fits.gz,RISING,40-11-12,40,11,12
68,mapmaker_RISING_SCAN_40-11-13_noiseweighted_map_nside4096.fits.gz,RISING,40-11-13,40,11,13
69,mapmaker_RISING_SCAN_40-11-14_noiseweighted_map_nside4096.fits.gz,RISING,40-11-14,40,11,14
70,mapmaker_RISING_SCAN_40-11-15_noiseweighted_map_nside4096.fits.gz,RISING,40-11-15,40,11,15
71,mapmaker_RISING_SCAN_40-11-16_noiseweighted_map_nside4096.fits.gz,RISING,40-11-16,40,11,16
72,mapmaker_RISING_SCAN_40-12-0_noiseweighted_map_nside4096.fits.gz,RISING,40-12-0,40,12,0
73,mapmaker_RISING_SCAN_40-12-2_noiseweighted_map_nside4096.fits.gz,RISING,40-12-2,40,12,2
74,mapmaker_RISING_SCAN_40-12-3_noiseweighted_map_nside4096.fits.gz,RISING,40-12-3,40,12,3
75,mapmaker_RISING_SCAN_40-12-4_noiseweighted_map_nside4096.fits.gz,RISING,40-12-4,40,12,4
76,mapmaker_RISING_SCAN_40-12-7_noiseweighted_map_nside4096.fits.gz,RISING,40-12-7,40,12,7
77,mapmaker_RISING_SCAN_40-12-8_noiseweighted_map_nside4096.fits.gz,RISING,40-12-8,40,12,8
78,mapmaker_RISING_SCAN_40-12-9_noiseweighted_map_nside4096.fits.gz,RISING,40-12-9,40,12,9
79,mapmaker_RISING_SCAN_40-12-10_noiseweighted_map_nside4096.fits.gz,RISING,40-12-10,40,12,10
80,mapmaker_RISING_SCAN_40-12-11_noiseweighted_map_nside4096.fits.gz,RISING,40-12-11,40,12,11
81,mapmaker_RISING_SCAN_40-12-12_noiseweighted_map_nside4096.fits.gz,RISING,40-12-12,40,12,12
82,mapmaker_RISING_SCAN_40-12-13_noiseweighted_map_nside4096.fits.gz,RISING,40-12-13,40,12,13
83,mapmaker_RISING_SCAN_40-13-0_noiseweighted_map_nside4096.fits.gz,RISING,40-13-0,40,13,0
84,mapmaker_RISING_SCAN_40-13-1_noiseweighted_map_nside4096.fits.gz,RISING,40-13-1,40,13,1
85,mapmaker_RISING_SCAN_40-13-2_noiseweighted_map_nside4096.fits.gz,RISING,40-13-2,40,13,2
86,mapmaker_RISING_SCAN_40-13-3_noiseweighted_map_nside4096.fits.gz,RISING,40-13-3,40,13,3
87,mapmaker_RISING_SCAN_40-13-6_noiseweighted_map_nside4096.fits.gz,RISING,40-13-6,40,13,6
88,mapmaker_RISING_SCAN_40-13-8_noiseweighted_map_nside4096.fits.gz,RISING,40-13-8,40,13,8
89,mapmaker_RISING_SCAN_40-13-9_noiseweighted_map_nside4096.fits.gz,RISING,40-13-9,40,13,9
90,mapmaker_RISING_SCAN_40-13-10_noiseweighted_map_nside4096.fits.gz,RISING,40-13-10,40,13,10
91,mapmaker_RISING_SCAN_40-13-11_noiseweighted_map_nside4096.fits.gz,RISING,40-13-11,40,13,11
92,mapmaker_RISING_SCAN_40-13-14_noiseweighted_map_nside4096.fits.gz,RISING,40-13-14,40,13,14
93,mapmaker_RISING_SCAN_40-13-15_noiseweighted_map_nside4096.fits.gz,RISING,40-13-15,40,13,15
94,mapmaker_RISING_SCAN_40-14-2_noiseweighted_map_nside4096.fits.gz,RISING,40-14-2,40,14,2
95,mapmaker_RISING_SCAN_40-14-4_noiseweighted_map_nside4096.fits.gz,RISING,40-14-4,40,14,4
96,mapmaker_RISING_SCAN_40-14-6_noiseweighted_map_nside4096.fits.gz,RISING,40-14-6,40,14,6
97,mapmaker_RISING_SCAN_40-14-8_noiseweighted_map_nside4096.fits.gz,RISING,40-14-8,40,14,8
98,mapmaker_RISING_SCAN_40-14-9_noiseweighted_map_nside4096.fits.gz,RISING,40-14-9,40,14,9
99,mapmaker_RISING_SCAN_40-14-10_noiseweighted_map_nside4096.fits.gz,RISING,40-14-10,40,14,10
100,mapmaker_RISING_SCAN_40-14-11_noiseweighted_map_nside4096.fits.gz,RISING,40-14-11,40,14,11
101,mapmaker_RISING_SCAN_40-14-15_noiseweighted_map_nside4096.fits.gz,RISING,40-14-15,40,14,15
102,mapmaker_RISING_SCAN_40-15-4_noiseweighted_map_nside4096.fits.gz,RISING,40-15-4,40,15,4
103,mapmaker_RISING_SCAN_40-15-5_noiseweighted_map_nside4096.fits.gz,RISING,40-15-5,40,15,5
104,mapmaker_RISING_SCAN_40-15-7_noiseweighted_map_nside4096.fits.gz,RISING,40-15-7,40,15,7
105,mapmaker_RISING_SCAN_40-15-8_noiseweighted_map_nside4096.fits.gz,RISING,40-15-8,40,15,8
106,mapmaker_RISING_SCAN_40-15-11_noiseweighted_map_nside4096.fits.gz,RISING,40-15-11,40,15,11
107,mapmaker_RISING_SCAN_40-15-13_noiseweighted_map_nside4096.fits.gz,RISING,40-15-13,40,15,13
108,mapmaker_RISING_SCAN_40-15-15_noiseweighted_map_nside4096.fits.gz,RISING,40-15-15,40,15,15
109,mapmaker_RISING_SCAN_40-15-16_noiseweighted_map_nside4096.fits.gz,RISING,40-15-16,40,15,16
110,mapmaker_RISING_SCAN_40-16-0_noiseweighted_map_nside4096.fits.gz,RISING,40-16-0,40,16,0
111,mapmaker_RISING_SCAN_40-16-1_noiseweighted_map_nside4096.fits.gz,RISING,40-16-1,40,16,1
112,mapmaker_RISING_SCAN_40-16-4_noiseweighted_map_nside4096.fits.gz,RISING,40-16-4,40,16,4
113,mapmaker_RISING_SCAN_40-16-5_noiseweighted_map_nside4096.fits.gz,RISING,40-16-5,40,16,5
114,mapmaker_RISING_SCAN_40-16-6_noiseweighted_map_nside4096.fits.gz,RISING,40-16-6,40,16,6
115,mapmaker_RISING_SCAN_40-16-9_noiseweighted_map_nside4096.fits.gz,RISING,40-16-9,40,16,9
116,mapmaker_RISING_SCAN_40-16-10_noiseweighted_map_nside4096.fits.gz,RISING,40-16-10,40,16,10
117,mapmaker_RISING_SCAN_40-16-11_noiseweighted_map_nside4096.fits.gz,RISING,40-16-11,40,16,11
118,mapmaker_RISING_SCAN_40-16-12_noiseweighted_map_nside4096.fits.gz,RISING,40-16-12,40,16,12
119,mapmaker_RISING_SCAN_40-16-13_noiseweighted_map_nside4096.fits.gz,RISING,40-16-13,40,16,13
120,mapmaker_RISING_SCAN_40-16-14_noiseweighted_map_nside4096.fits.gz,RISING,40-16-14,40,16,14
121,mapmaker_RISING_SCAN_40-16-15_noiseweighted_map_nside4096.fits.gz,RISING,40-16-15,40,16,15
122,mapmaker_RISING_SCAN_40-16-16_noiseweighted_map_nside4096.fits.gz,RISING,40-16-16,40,16,16
123,mapmaker_RISING_SCAN_40-17-0_noiseweighted_map_nside4096.fits.gz,RISING,40-17-0,40,17,0
124,mapmaker_RISING_SCAN_40-17-1_noiseweighted_map_nside4096.fits.gz,RISING,40-17-1,40,17,1
125,mapmaker_RISING_SCAN_40-17-2_noiseweighted_map_nside4096.fits.gz,RISING,40-17-2,40,17,2
126,mapmaker_RISING_SCAN_40-17-7_noiseweighted_map_nside4096.fits.gz,RISING,40-17-7,40,17,7
127,mapmaker_RISING_SCAN_40-17-8_noiseweighted_map_nside4096.fits.gz,RISING,40-17-8,40,17,8
128,mapmaker_RISING_SCAN_40-17-9_noiseweighted_map_nside4096.fits.gz,RISING,40-17-9,40,17,9
129,mapmaker_RISING_SCAN_40-17-10_noiseweighted_map_nside4096.fits.gz,RISING,40-17-10,40,17,10
130,mapmaker_RISING_SCAN_40-17-11_noiseweighted_map_nside4096.fits.gz,RISING,40-17-11,40,17,11
131,mapmaker_RISING_SCAN_40-17-12_noiseweighted_map_nside4096.fits.gz,RISING,40-17-12,40,17,12
132,mapmaker_RISING_SCAN_40-17-14_noiseweighted_map_nside4096.fits.gz,RISING,40-17-14,40,17,14
133,mapmaker_RISING_SCAN_40-17-15_noiseweighted_map_nside4096.fits.gz,RISING,40-17-15,40,17,15
134,mapmaker_RISING_SCAN_40-17-16_noiseweighted_map_nside4096.fits.gz,RISING,40-17-16,40,17,16
135,mapmaker_RISING_SCAN_40-18-2_noiseweighted_map_nside4096.fits.gz,RISING,40-18-2,40,18,2
136,mapmaker_RISING_SCAN_40-18-3_noiseweighted_map_nside4096.fits.gz,RISING,40-18-3,40,18,3
137,mapmaker_RISING_SCAN_40-18-5_noiseweighted_map_nside4096.fits.gz,RISING,40-18-5,40,18,5
138,mapmaker_RISING_SCAN_40-18-8_noiseweighted_map_nside4096.fits.gz,RISING,40-18-8,40,18,8
139,mapmaker_RISING_SCAN_40-18-9_noiseweighted_map_nside4096.fits.gz,RISING,40-18-9,40,18,9
140,mapmaker_RISING_SCAN_40-18-12_noiseweighted_map_nside4096.fits.gz,RISING,40-18-12,40,18,12
141,mapmaker_RISING_SCAN_40-18-13_noiseweighted_map_nside4096.fits.gz,RISING,40-18-13,40,18,13
142,mapmaker_RISING_SCAN_40-18-15_noiseweighted_map_nside4096.fits.gz,RISING,40-18-15,40,18,15
143,mapmaker_RISING_SCAN_40-18-16_noiseweighted_map_nside4096.fits.gz,RISING,40-18-16,40,18,16
144,mapmaker_RISING_SCAN_40-19-0_noiseweighted_map_nside4096.fits.gz,RISING,40-19-0,40,19,0
145,mapmaker_RISING_SCAN_40-19-4_noiseweighted_map_nside4096.fits.gz,RISING,40-19-4,40,19,4
146,mapmaker_RISING_SCAN_40-19-5_noiseweighted_map_nside4096.fits.gz,RISING,40-19-5,40,19,5
147,mapmaker_RISING_SCAN_40-19-6_noiseweighted_map_nside4096.fits.gz,RISING,40-19-6,40,19,6
148,mapmaker_RISING_SCAN_40-19-7_noiseweighted_map_nside4096.fits.gz,RISING,40-19-7,40,19,7
149,mapmaker_RISING_SCAN_40-19-8_noiseweighted_map_nside4096.fits.gz,RISING,40-19-8,40,19,8
150,mapmaker_RISING_SCAN_40-19-9_noiseweighted_map_nside4096.fits.gz,RISING,40-19-9,40,19,9
151,mapmaker_RISING_SCAN_40-19-10_noiseweighted_map_nside4096.fits.gz,RISING,40-19-10,40,19,10
152,mapmaker_RISING_SCAN_40-19-12_noiseweighted_map_nside4096.fits.gz,RISING,40-19-12,40,19,12
153,mapmaker_RISING_SCAN_40-19-13_noiseweighted_map_nside4096.fits.gz,RISING,40-19-13,40,19,13
154,mapmaker_RISING_SCAN_40-19-14_noiseweighted_map_nside4096.fits.gz,RISING,40-19-14,40,19,14
155,mapmaker_RISING_SCAN_40-19-16_noiseweighted_map_nside4096.fits.gz,RISING,40-19-16,40,19,16
156,mapmaker_RISING_SCAN_40-20-0_noiseweighted_map_nside4096.fits.gz,RISING,40-20-0,40,20,0
157,mapmaker_RISING_SCAN_40-20-1_noiseweighted_map_nside4096.fits.gz,RISING,40-20-1,40,20,1
158,mapmaker_RISING_SCAN_40-20-6_noiseweighted_map_nside4096.fits.gz,RISING,40-20-6,40,20,6
159,mapmaker_RISING_SCAN_40-20-7_noiseweighted_map_nside4096.fits.gz,RISING,40-20-7,40,20,7
160,mapmaker_RISING_SCAN_40-20-9_noiseweighted_map_nside4096.fits.gz,RISING,40-20-9,40,20,9
161,mapmaker_RISING_SCAN_40-20-10_noiseweighted_map_nside4096.fits.gz,RISING,40-20-10,40,20,10
162,mapmaker_RISING_SCAN_40-20-12_noiseweighted_map_nside4096.fits.gz,RISING,40-20-12,40,20,12
163,mapmaker_RISING_SCAN_40-20-14_noiseweighted_map_nside4096.fits.gz,RISING,40-20-14,40,20,14
164,mapmaker_RISING_SCAN_40-20-15_noiseweighted_map_nside4096.fits.gz,RISING,40-20-15,40,20,15
165,mapmaker_RISING_SCAN_40-21-0_noiseweighted_map_nside4096.fits.gz,RISING,40-21-0,40,21,0
166,mapmaker_RISING_SCAN_40-21-1_noiseweighted_map_nside4096.fits.gz,RISING,40-21-1,40,21,1
167,mapmaker_RISING_SCAN_40-21-3_noiseweighted_map_nside4096.fits.gz,RISING,40-21-3,40,21,3
168,mapmaker_RISING_SCAN_40-21-4_noiseweighted_map_nside4096.fits.gz,RISING,40-21-4,40,21,4
169,mapmaker_RISING_SCAN_40-21-6_noiseweighted_map_nside4096.fits.gz,RISING,40-21-6,40,21,6
170,mapmaker_RISING_SCAN_40-21-7_noiseweighted_map_nside4096.fits.gz,RISING,40-21-7,40,21,7
171,mapmaker_RISING_SCAN_40-21-9_noiseweighted_map_nside4096.fits.gz,RISING,40-21-9,40,21,9
172,mapmaker_RISING_SCAN_40-21-10_noiseweighted_map_nside4096.fits.gz,RISING,40-21-10,40,21,10
173,mapmaker_RISING_SCAN_40-21-11_noiseweighted_map_nside4096.fits.gz,RISING,40-21-11,40,21,11
174,mapmaker_RISING_SCAN_40-21-12_noiseweighted_map_nside4096.fits.gz,RISING,40-21-12,40,21,12
175,mapmaker_RISING_SCAN_40-21-13_noiseweighted_map_nside4096.fits.gz,RISING,40-21-13,40,21,13
176,mapmaker_RISING_SCAN_40-21-14_noiseweighted_map_nside4096.fits.gz,RISING,40-21-14,40,21,14
177,mapmaker_RISING_SCAN_40-21-15_noiseweighted_map_nside4096.fits.gz,RISING,40-21-15,40,21,15
178,mapmaker_RISING_SCAN_40-22-0_noiseweighted_map_nside4096.fits.gz,RISING,40-22-0,40,22,0
179,mapmaker_RISING_SCAN_40-22-1_noiseweighted_map_nside4096.fits.gz,RISING,40-22-1,40,22,1
180,mapmaker_RISING_SCAN_40-22-3_noiseweighted_map_nside4096.fits.gz,RISING,40-22-3,40,22,3
181,mapmaker_RISING_SCAN_40-22-4_noiseweighted_map_nside4096.fits.gz,RISING,40-22-4,40,22,4
182,mapmaker_RISING_SCAN_40-22-9_noiseweighted_map_nside4096.fits.gz,RISING,40-22-9,40,22,9
183,mapmaker_RISING_SCAN_40-22-10_noiseweighted_map_nside4096.fits.gz,RISING,40-22-10,40,22,10
184,mapmaker_RISING_SCAN_40-22-12_noiseweighted_map_nside4096.fits.gz,RISING,40-22-12,40,22,12
185,mapmaker_RISING_SCAN_40-22-13_noiseweighted_map_nside4096.fits.gz,RISING,40-22-13,40,22,13
186,mapmaker_RISING_SCAN_40-22-14_noiseweighted_map_nside4096.fits.gz,RISING,40-22-14,40,22,14
187,mapmaker_RISING_SCAN_40-22-15_noiseweighted_map_nside4096.fits.gz,RISING,40-22-15,40,22,15
188,mapmaker_RISING_SCAN_40-23-0_noiseweighted_map_nside4096.fits.gz,RISING,40-23-0,40,23,0
189,mapmaker_RISING_SCAN_40-23-1_noiseweighted_map_nside4096.fits.gz,RISING,40-23-1,40,23,1
190,mapmaker_RISING_SCAN_40-23-2_noiseweighted_map_nside4096.fits.gz,RISING,40-23-2,40,23,2
191,mapmaker_RISING_SCAN_40-23-3_noiseweighted_map_nside4096.fits.gz,RISING,40-23-3,40,23,3
192,mapmaker_RISING_SCAN_40-23-6_noiseweighted_map_nside4096.fits.gz,RISING,40-23-6,40,23,6
193,mapmaker_RISING_SCAN_40-23-12_noiseweighted_map_nside4096.fits.gz,RISING,40-23-12,40,23,12
194,mapmaker_RISING_SCAN_40-23-13_noiseweighted_map_nside4096.fits.gz,RISING,40-23-13,40,23,13
195,mapmaker_RISING_SCAN_40-23-15_noiseweighted_map_nside4096.fits.gz,RISING,40-23-15,40,23,15
196,mapmaker_RISING_SCAN_40-23-16_noiseweighted_map_nside4096.fits.gz,RISING,40-23-16,40,23,16
197,mapmaker_RISING_SCAN_40-24-1_noiseweighted_map_nside4096.fits.gz,RISING,40-24-1,40,24,1
198,mapmaker_RISING_SCAN_40-24-2_noiseweighted_map_nside4096.fits.gz,RISING,40-24-2,40,24,2
199,mapmaker_RISING_SCAN_40-24-3_noiseweighted_map_nside4096.fits.gz,RISING,40-24-3,40,24,3
200,mapmaker_RISING_SCAN_40-24-6_noiseweighted_map_nside4096.fits.gz,RISING,40-24-6,40,24,6
201,mapmaker_RISING_SCAN_40-24-8_noiseweighted_map_nside4096.fits.gz,RISING,40-24-8,40,24,8
202,mapmaker_RISING_SCAN_40-24-10_noiseweighted_map_nside4096.fits.gz,RISING,40-24-10,40,24,10
203,mapmaker_RISING_SCAN_40-24-12_noiseweighted_map_nside4096.fits.gz,RISING,40-24-12,40,24,12
204,mapmaker_RISING_SCAN_40-24-13_noiseweighted_map_nside4096.fits.gz,RISING,40-24-13,40,24,13
205,mapmaker_RISING_SCAN_40-24-15_noiseweighted_map_nside4096.fits.gz,RISING,40-24-15,40,24,15
206,mapmaker_RISING_SCAN_40-24-16_noiseweighted_map_nside4096.fits.gz,RISING,40-24-16,40,24,16
207,mapmaker_RISING_SCAN_40-25-2_noiseweighted_map_nside4096.fits.gz,RISING,40-25-2,40,25,2
208,mapmaker_RISING_SCAN_40-25-3_noiseweighted_map_nside4096.fits.gz,RISING,40-25-3,40,25,3
209,mapmaker_RISING_SCAN_40-25-5_noiseweighted_map_nside4096.fits.gz,RISING,40-25-5,40,25,5
210,mapmaker_RISING_SCAN_40-25-6_noiseweighted_map_nside4096.fits.gz,RISING,40-25-6,40,25,6
211,mapmaker_RISING_SCAN_40-25-10_noiseweighted_map_nside4096.fits.gz,RISING,40-25-10,40,25,10
212,mapmaker_RISING_SCAN_40-30-12_noiseweighted_map_nside4096.fits.gz,RISING,40-30-12,40,30,12
213,mapmaker_RISING_SCAN_40-30-13_noiseweighted_map_nside4096.fits.gz,RISING,40-30-13,40,30,13
214,mapmaker_RISING_SCAN_40-30-15_noiseweighted_map_nside4096.fits.gz,RISING,40-30-15,40,30,15
215,mapmaker_RISING_SCAN_40-30-16_noiseweighted_map_nside4096.fits.gz,RISING,40-30-16,40,30,16
216,mapmaker_RISING_SCAN_40-31-4_noiseweighted_map_nside4096.fits.gz,RISING,40-31-4,40,31,4
217,mapmaker_RISING_SCAN_40-31-7_noiseweighted_map_nside4096.fits.gz,RISING,40-31-7,40,31,7
218,mapmaker_RISING_SCAN_40-31-8_noiseweighted_map_nside4096.fits.gz,RISING,40-31-8,40,31,8
219,mapmaker_RISING_SCAN_40-31-9_noiseweighted_map_nside4096.fits.gz,RISING,40-31-9,40,31,9
220,mapmaker_RISING_SCAN_40-31-10_noiseweighted_map_nside4096.fits.gz,RISING,40-31-10,40,31,10
221,mapmaker_RISING_SCAN_40-31-15_noiseweighted_map_nside4096.fits.gz,RISING,40-31-15,40,31,15
222,mapmaker_RISING_SCAN_40-31-16_noiseweighted_map_nside4096.fits.gz,RISING,40-31-16,40,31,16
223,mapmaker_RISING_SCAN_40-32-0_noiseweighted_map_nside4096.fits.gz,RISING,40-32-0,40,32,0
224,mapmaker_RISING_SCAN_40-32-1_noiseweighted_map_nside4096.fits.gz,RISING,40-32-1,40,32,1
225,mapmaker_RISING_SCAN_40-32-3_noiseweighted_map_nside4096.fits.gz,RISING,40-32-3,40,32,3
226,mapmaker_RISING_SCAN_40-32-5_noiseweighted_map_nside4096.fits.gz,RISING,40-32-5,40,32,5
227,mapmaker_RISING_SCAN_40-32-6_noiseweighted_map_nside4096.fits.gz,RISING,40-32-6,40,32,6
228,mapmaker_RISING_SCAN_40-32-8_noiseweighted_map_nside4096.fits.gz,RISING,40-32-8,40,32,8
229,mapmaker_RISING_SCAN_40-32-9_noiseweighted_map_nside4096.fits.gz,RISING,40-32-9,40,32,9
230,mapmaker_RISING_SCAN_40-32-10_noiseweighted_map_nside4096.fits.gz,RISING,40-32-10,40,32,10
231,mapmaker_RISING_SCAN_40-32-12_noiseweighted_map_nside4096.fits.gz,RISING,40-32-12,40,32,12
232,mapmaker_RISING_SCAN_40-32-13_noiseweighted_map_nside4096.fits.gz,RISING,40-32-13,40,32,13
233,mapmaker_RISING_SCAN_40-32-15_noiseweighted_map_nside4096.fits.gz,RISING,40-32-15,40,32,15
234,mapmaker_RISING_SCAN_40-32-16_noiseweighted_map_nside4096.fits.gz,RISING,40-32-16,40,32,16
235,mapmaker_RISING_SCAN_40-33-0_noiseweighted_map_nside4096.fits.gz,RISING,40-33-0,40,33,0
