counter,filename,scan_type,obs_seq,ele,n1,n2
0,mapmaker_POLE1-0-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-0-0,POLE1,0,0
1,mapmaker_POLE1-0-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-0-1,POLE1,0,1
2,mapmaker_POLE1-1-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-1-0,POLE1,1,0
3,mapmaker_POLE1-1-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-1-1,POLE1,1,1
4,mapmaker_POLE1-2-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-2-0,POLE1,2,0
5,mapmaker_POLE1-2-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-2-1,POLE1,2,1
6,mapmaker_POLE1-3-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-3-0,POLE1,3,0
7,mapmaker_POLE1-3-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-3-1,POLE1,3,1
8,mapmaker_POLE1-4-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-4-0,POLE1,4,0
9,mapmaker_POLE1-4-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-4-1,POLE1,4,1
10,mapmaker_POLE1-5-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-5-0,POLE1,5,0
11,mapmaker_POLE1-5-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-5-1,POLE1,5,1
12,mapmaker_POLE1-6-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-6-0,POLE1,6,0
13,mapmaker_POLE1-6-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-6-1,POLE1,6,1
14,mapmaker_POLE1-7-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-7-0,POLE1,7,0
15,mapmaker_POLE1-7-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-7-1,POLE1,7,1
16,mapmaker_POLE1-8-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-8-0,POLE1,8,0
17,mapmaker_POLE1-8-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-8-1,POLE1,8,1
18,mapmaker_POLE1-9-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-9-0,POLE1,9,0
19,mapmaker_POLE1-9-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-9-1,POLE1,9,1
20,mapmaker_POLE1-10-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-10-0,POLE1,10,0
21,mapmaker_POLE1-10-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-10-1,POLE1,10,1
22,mapmaker_POLE1-11-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-11-0,POLE1,11,0
23,mapmaker_POLE1-11-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-11-1,POLE1,11,1
24,mapmaker_POLE1-12-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-12-0,POLE1,12,0
25,mapmaker_POLE1-12-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-12-1,POLE1,12,1
26,mapmaker_POLE1-13-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-13-0,POLE1,13,0
27,mapmaker_POLE1-13-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-13-1,POLE1,13,1
28,mapmaker_POLE1-14-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-14-0,POLE1,14,0
29,mapmaker_POLE1-14-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-14-1,POLE1,14,1
30,mapmaker_POLE1-15-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-15-0,POLE1,15,0
31,mapmaker_POLE1-15-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-15-1,POLE1,15,1
32,mapmaker_POLE1-16-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-16-0,POLE1,16,0
33,mapmaker_POLE1-16-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-16-1,POLE1,16,1
34,mapmaker_POLE1-17-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-17-0,POLE1,17,0
35,mapmaker_POLE1-17-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-17-1,POLE1,17,1
36,mapmaker_POLE1-18-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-18-0,POLE1,18,0
37,mapmaker_POLE1-18-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-18-1,POLE1,18,1
38,mapmaker_POLE1-19-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-19-0,POLE1,19,0
39,mapmaker_POLE1-19-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-19-1,POLE1,19,1
40,mapmaker_POLE1-20-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-20-0,POLE1,20,0
41,mapmaker_POLE1-20-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-20-1,POLE1,20,1
42,mapmaker_POLE1-21-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-21-0,POLE1,21,0
43,mapmaker_POLE1-21-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-21-1,POLE1,21,1
44,mapmaker_POLE1-22-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-22-0,POLE1,22,0
45,mapmaker_POLE1-22-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-22-1,POLE1,22,1
46,mapmaker_POLE1-23-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-23-0,POLE1,23,0
47,mapmaker_POLE1-23-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-23-1,POLE1,23,1
48,mapmaker_POLE1-24-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-24-0,POLE1,24,0
49,mapmaker_POLE1-24-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-24-1,POLE1,24,1
50,mapmaker_POLE1-25-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-25-0,POLE1,25,0
51,mapmaker_POLE1-25-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-25-1,POLE1,25,1
52,mapmaker_POLE1-26-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-26-0,POLE1,26,0
53,mapmaker_POLE1-26-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-26-1,POLE1,26,1
54,mapmaker_POLE1-27-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-27-0,POLE1,27,0
55,mapmaker_POLE1-27-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-27-1,POLE1,27,1
56,mapmaker_POLE1-28-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-28-0,POLE1,28,0
57,mapmaker_POLE1-28-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-28-1,POLE1,28,1
58,mapmaker_POLE1-29-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-29-0,POLE1,29,0
59,mapmaker_POLE1-29-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-29-1,POLE1,29,1
60,mapmaker_POLE1-30-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-30-0,POLE1,30,0
61,mapmaker_POLE1-30-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-30-1,POLE1,30,1
62,mapmaker_POLE1-31-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-31-0,POLE1,31,0
63,mapmaker_POLE1-31-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-31-1,POLE1,31,1
64,mapmaker_POLE1-32-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-32-0,POLE1,32,0
65,mapmaker_POLE1-32-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-32-1,POLE1,32,1
66,mapmaker_POLE1-33-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-33-0,POLE1,33,0
67,mapmaker_POLE1-33-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-33-1,POLE1,33,1
68,mapmaker_POLE1-34-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-34-0,POLE1,34,0
69,mapmaker_POLE1-34-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-34-1,POLE1,34,1
70,mapmaker_POLE1-35-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-35-0,POLE1,35,0
71,mapmaker_POLE1-35-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-35-1,POLE1,35,1
72,mapmaker_POLE1-36-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-36-0,POLE1,36,0
73,mapmaker_POLE1-36-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-36-1,POLE1,36,1
74,mapmaker_POLE1-37-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-37-0,POLE1,37,0
75,mapmaker_POLE1-37-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-37-1,POLE1,37,1
76,mapmaker_POLE1-38-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-38-0,POLE1,38,0
77,mapmaker_POLE1-38-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-38-1,POLE1,38,1
78,mapmaker_POLE1-39-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-39-0,POLE1,39,0
79,mapmaker_POLE1-39-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-39-1,POLE1,39,1
80,mapmaker_POLE1-40-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-40-0,POLE1,40,0
81,mapmaker_POLE1-40-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-40-1,POLE1,40,1
82,mapmaker_POLE1-41-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-41-0,POLE1,41,0
83,mapmaker_POLE1-41-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-41-1,POLE1,41,1
84,mapmaker_POLE1-42-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-42-0,POLE1,42,0
85,mapmaker_POLE1-42-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-42-1,POLE1,42,1
86,mapmaker_POLE1-43-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-43-0,POLE1,43,0
87,mapmaker_POLE1-43-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-43-1,POLE1,43,1
88,mapmaker_POLE1-44-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-44-1,POLE1,44,1
89,mapmaker_POLE1-45-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-45-0,POLE1,45,0
90,mapmaker_POLE1-45-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-45-1,POLE1,45,1
91,mapmaker_POLE1-46-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-46-0,POLE1,46,0
92,mapmaker_POLE1-46-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-46-1,POLE1,46,1
93,mapmaker_POLE1-47-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-47-0,POLE1,47,0
94,mapmaker_POLE1-47-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-47-1,POLE1,47,1
95,mapmaker_POLE1-48-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-48-0,POLE1,48,0
96,mapmaker_POLE1-48-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-48-1,POLE1,48,1
97,mapmaker_POLE1-49-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-49-0,POLE1,49,0
98,mapmaker_POLE1-49-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-49-1,POLE1,49,1
99,mapmaker_POLE1-50-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-50-0,POLE1,50,0
100,mapmaker_POLE1-50-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-50-1,POLE1,50,1
101,mapmaker_POLE1-51-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-51-0,POLE1,51,0
102,mapmaker_POLE1-51-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-51-1,POLE1,51,1
103,mapmaker_POLE1-52-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-52-0,POLE1,52,0
104,mapmaker_POLE1-52-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-52-1,POLE1,52,1
105,mapmaker_POLE1-53-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-53-0,POLE1,53,0
106,mapmaker_POLE1-53-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-53-1,POLE1,53,1
107,mapmaker_POLE1-54-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-54-0,POLE1,54,0
108,mapmaker_POLE1-54-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-54-1,POLE1,54,1
109,mapmaker_POLE1-55-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-55-0,POLE1,55,0
110,mapmaker_POLE1-55-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-55-1,POLE1,55,1
111,mapmaker_POLE1-56-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-56-0,POLE1,56,0
112,mapmaker_POLE1-56-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-56-1,POLE1,56,1
113,mapmaker_POLE1-57-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-57-0,POLE1,57,0
114,mapmaker_POLE1-57-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-57-1,POLE1,57,1
115,mapmaker_POLE1-58-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-58-0,POLE1,58,0
116,mapmaker_POLE1-58-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-58-1,POLE1,58,1
117,mapmaker_POLE1-59-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-59-0,POLE1,59,0
118,mapmaker_POLE1-59-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-59-1,POLE1,59,1
119,mapmaker_POLE1-60-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-60-0,POLE1,60,0
120,mapmaker_POLE1-60-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-60-1,POLE1,60,1
121,mapmaker_POLE1-61-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-61-0,POLE1,61,0
122,mapmaker_POLE1-61-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-61-1,POLE1,61,1
123,mapmaker_POLE1-62-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-62-0,POLE1,62,0
124,mapmaker_POLE1-62-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-62-1,POLE1,62,1
125,mapmaker_POLE1-63-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-63-0,POLE1,63,0
126,mapmaker_POLE1-64-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-64-0,POLE1,64,0
127,mapmaker_POLE1-64-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-64-1,POLE1,64,1
128,mapmaker_POLE1-65-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-65-0,POLE1,65,0
129,mapmaker_POLE1-65-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-65-1,POLE1,65,1
130,mapmaker_POLE1-66-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-66-0,POLE1,66,0
131,mapmaker_POLE1-66-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-66-1,POLE1,66,1
132,mapmaker_POLE1-67-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-67-0,POLE1,67,0
133,mapmaker_POLE1-67-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-67-1,POLE1,67,1
134,mapmaker_POLE1-68-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-68-0,POLE1,68,0
135,mapmaker_POLE1-68-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-68-1,POLE1,68,1
136,mapmaker_POLE1-69-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-69-0,POLE1,69,0
137,mapmaker_POLE1-69-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-69-1,POLE1,69,1
138,mapmaker_POLE1-70-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-70-0,POLE1,70,0
139,mapmaker_POLE1-70-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-70-1,POLE1,70,1
140,mapmaker_POLE1-71-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-71-0,POLE1,71,0
141,mapmaker_POLE1-71-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-71-1,POLE1,71,1
142,mapmaker_POLE1-72-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-72-0,POLE1,72,0
143,mapmaker_POLE1-72-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-72-1,POLE1,72,1
144,mapmaker_POLE1-73-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-73-0,POLE1,73,0
145,mapmaker_POLE1-73-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-73-1,POLE1,73,1
146,mapmaker_POLE1-74-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-74-0,POLE1,74,0
147,mapmaker_POLE1-74-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-74-1,POLE1,74,1
148,mapmaker_POLE1-75-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-75-0,POLE1,75,0
149,mapmaker_POLE1-75-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-75-1,POLE1,75,1
150,mapmaker_POLE1-76-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-76-0,POLE1,76,0
151,mapmaker_POLE1-76-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-76-1,POLE1,76,1
152,mapmaker_POLE1-77-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-77-0,POLE1,77,0
153,mapmaker_POLE1-77-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-77-1,POLE1,77,1
154,mapmaker_POLE1-78-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-78-0,POLE1,78,0
155,mapmaker_POLE1-78-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-78-1,POLE1,78,1
156,mapmaker_POLE1-79-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-79-0,POLE1,79,0
157,mapmaker_POLE1-79-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-79-1,POLE1,79,1
158,mapmaker_POLE1-80-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-80-0,POLE1,80,0
159,mapmaker_POLE1-80-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-80-1,POLE1,80,1
160,mapmaker_POLE1-81-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-81-0,POLE1,81,0
161,mapmaker_POLE1-81-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-81-1,POLE1,81,1
162,mapmaker_POLE1-82-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-82-0,POLE1,82,0
163,mapmaker_POLE1-82-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-82-1,POLE1,82,1
164,mapmaker_POLE1-83-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-83-0,POLE1,83,0
165,mapmaker_POLE1-83-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-83-1,POLE1,83,1
166,mapmaker_POLE1-84-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-84-0,POLE1,84,0
167,mapmaker_POLE1-84-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-84-1,POLE1,84,1
168,mapmaker_POLE1-85-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-85-0,POLE1,85,0
169,mapmaker_POLE1-85-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-85-1,POLE1,85,1
170,mapmaker_POLE1-86-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-86-0,POLE1,86,0
171,mapmaker_POLE1-86-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-86-1,POLE1,86,1
172,mapmaker_POLE1-87-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-87-0,POLE1,87,0
173,mapmaker_POLE1-87-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-87-1,POLE1,87,1
174,mapmaker_POLE1-88-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-88-0,POLE1,88,0
175,mapmaker_POLE1-88-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-88-1,POLE1,88,1
176,mapmaker_POLE1-89-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-89-0,POLE1,89,0
177,mapmaker_POLE1-89-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-89-1,POLE1,89,1
178,mapmaker_POLE1-90-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-90-0,POLE1,90,0
179,mapmaker_POLE1-90-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-90-1,POLE1,90,1
180,mapmaker_POLE1-91-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-91-0,POLE1,91,0
181,mapmaker_POLE1-91-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-91-1,POLE1,91,1
182,mapmaker_POLE1-92-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-92-1,POLE1,92,1
183,mapmaker_POLE1-93-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-93-0,POLE1,93,0
184,mapmaker_POLE1-93-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-93-1,POLE1,93,1
185,mapmaker_POLE1-94-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-94-0,POLE1,94,0
186,mapmaker_POLE1-94-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-94-1,POLE1,94,1
187,mapmaker_POLE1-95-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-95-0,POLE1,95,0
188,mapmaker_POLE1-95-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-95-1,POLE1,95,1
189,mapmaker_POLE1-96-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-96-0,POLE1,96,0
190,mapmaker_POLE1-96-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-96-1,POLE1,96,1
191,mapmaker_POLE1-97-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-97-0,POLE1,97,0
192,mapmaker_POLE1-97-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-97-1,POLE1,97,1
193,mapmaker_POLE1-98-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-98-1,POLE1,98,1
194,mapmaker_POLE1-99-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-99-0,POLE1,99,0
195,mapmaker_POLE1-99-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-99-1,POLE1,99,1
196,mapmaker_POLE1-100-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-100-0,POLE1,100,0
197,mapmaker_POLE1-100-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-100-1,POLE1,100,1
198,mapmaker_POLE1-101-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-101-0,POLE1,101,0
199,mapmaker_POLE1-101-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-101-1,POLE1,101,1
200,mapmaker_POLE1-102-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-102-0,POLE1,102,0
201,mapmaker_POLE1-102-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-102-1,POLE1,102,1
202,mapmaker_POLE1-103-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-103-0,POLE1,103,0
203,mapmaker_POLE1-103-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-103-1,POLE1,103,1
204,mapmaker_POLE1-104-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-104-0,POLE1,104,0
205,mapmaker_POLE1-104-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-104-1,POLE1,104,1
206,mapmaker_POLE1-105-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-105-0,POLE1,105,0
207,mapmaker_POLE1-105-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-105-1,POLE1,105,1
208,mapmaker_POLE1-106-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-106-0,POLE1,106,0
209,mapmaker_POLE1-106-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-106-1,POLE1,106,1
210,mapmaker_POLE1-107-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-107-0,POLE1,107,0
211,mapmaker_POLE1-107-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-107-1,POLE1,107,1
212,mapmaker_POLE1-108-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-108-0,POLE1,108,0
213,mapmaker_POLE1-108-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-108-1,POLE1,108,1
214,mapmaker_POLE1-109-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-109-0,POLE1,109,0
215,mapmaker_POLE1-109-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-109-1,POLE1,109,1
216,mapmaker_POLE1-110-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-110-0,POLE1,110,0
217,mapmaker_POLE1-110-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-110-1,POLE1,110,1
218,mapmaker_POLE1-111-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-111-0,POLE1,111,0
219,mapmaker_POLE1-111-1_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-111-1,POLE1,111,1
220,mapmaker_POLE1-112-0_noiseweighted_map_nside4096_invcov.fits.gz,POLE,POLE1-112-0,POLE1,112,0
