counter,filename,scan_type,obs_seq,ele,n1,n2
1564,mapmaker_SETTING_SCAN_40-295-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-295-2,40,295,2
1565,mapmaker_SETTING_SCAN_40-295-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-295-3,40,295,3
1566,mapmaker_SETTING_SCAN_40-295-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-295-4,40,295,4
1567,mapmaker_SETTING_SCAN_40-295-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-295-5,40,295,5
1568,mapmaker_SETTING_SCAN_40-295-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-295-7,40,295,7
1569,mapmaker_SETTING_SCAN_40-296-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-296-0,40,296,0
1570,mapmaker_SETTING_SCAN_40-296-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-296-1,40,296,1
1571,mapmaker_SETTING_SCAN_40-296-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-296-2,40,296,2
1572,mapmaker_SETTING_SCAN_40-296-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-296-3,40,296,3
1573,mapmaker_SETTING_SCAN_40-296-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-296-4,40,296,4
1574,mapmaker_SETTING_SCAN_40-297-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-297-0,40,297,0
1575,mapmaker_SETTING_SCAN_40-297-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-297-1,40,297,1
1576,mapmaker_SETTING_SCAN_40-297-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-297-2,40,297,2
1577,mapmaker_SETTING_SCAN_40-297-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-297-5,40,297,5
1578,mapmaker_SETTING_SCAN_40-297-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-297-6,40,297,6
1579,mapmaker_SETTING_SCAN_40-297-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-297-7,40,297,7
1580,mapmaker_SETTING_SCAN_40-298-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-298-0,40,298,0
1581,mapmaker_SETTING_SCAN_40-298-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-298-1,40,298,1
1582,mapmaker_SETTING_SCAN_40-298-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-298-2,40,298,2
1583,mapmaker_SETTING_SCAN_40-298-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-298-3,40,298,3
1584,mapmaker_SETTING_SCAN_40-298-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-298-4,40,298,4
1585,mapmaker_SETTING_SCAN_40-298-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-298-6,40,298,6
1586,mapmaker_SETTING_SCAN_40-298-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-298-7,40,298,7
1587,mapmaker_SETTING_SCAN_40-299-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-0,40,299,0
1588,mapmaker_SETTING_SCAN_40-299-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-1,40,299,1
1589,mapmaker_SETTING_SCAN_40-299-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-2,40,299,2
1590,mapmaker_SETTING_SCAN_40-299-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-3,40,299,3
1591,mapmaker_SETTING_SCAN_40-299-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-4,40,299,4
1592,mapmaker_SETTING_SCAN_40-299-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-5,40,299,5
1593,mapmaker_SETTING_SCAN_40-299-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-6,40,299,6
1594,mapmaker_SETTING_SCAN_40-299-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-299-7,40,299,7
1595,mapmaker_SETTING_SCAN_40-300-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-1,40,300,1
1596,mapmaker_SETTING_SCAN_40-300-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-2,40,300,2
1597,mapmaker_SETTING_SCAN_40-300-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-3,40,300,3
1598,mapmaker_SETTING_SCAN_40-300-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-4,40,300,4
1599,mapmaker_SETTING_SCAN_40-300-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-5,40,300,5
1600,mapmaker_SETTING_SCAN_40-300-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-6,40,300,6
1601,mapmaker_SETTING_SCAN_40-300-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-7,40,300,7
1602,mapmaker_SETTING_SCAN_40-300-8_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-8,40,300,8
1603,mapmaker_SETTING_SCAN_40-300-9_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-9,40,300,9
1604,mapmaker_SETTING_SCAN_40-300-10_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-10,40,300,10
1605,mapmaker_SETTING_SCAN_40-300-11_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-11,40,300,11
1606,mapmaker_SETTING_SCAN_40-300-12_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-12,40,300,12
1607,mapmaker_SETTING_SCAN_40-300-13_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-13,40,300,13
1608,mapmaker_SETTING_SCAN_40-300-14_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-14,40,300,14
1609,mapmaker_SETTING_SCAN_40-300-15_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-15,40,300,15
1610,mapmaker_SETTING_SCAN_40-300-16_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-16,40,300,16
1611,mapmaker_SETTING_SCAN_40-300-17_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-17,40,300,17
1612,mapmaker_SETTING_SCAN_40-300-18_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-18,40,300,18
1613,mapmaker_SETTING_SCAN_40-300-19_noiseweighted_map_nside4096.fits.gz,SETTING,40-300-19,40,300,19
1614,mapmaker_SETTING_SCAN_40-301-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-301-0,40,301,0
1615,mapmaker_SETTING_SCAN_40-301-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-301-1,40,301,1
1616,mapmaker_SETTING_SCAN_40-301-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-301-2,40,301,2
1617,mapmaker_SETTING_SCAN_40-301-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-301-3,40,301,3
1618,mapmaker_SETTING_SCAN_40-301-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-301-4,40,301,4
1619,mapmaker_SETTING_SCAN_40-301-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-301-6,40,301,6
1620,mapmaker_SETTING_SCAN_40-301-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-301-7,40,301,7
1621,mapmaker_SETTING_SCAN_40-302-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-302-0,40,302,0
1622,mapmaker_SETTING_SCAN_40-302-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-302-1,40,302,1
1623,mapmaker_SETTING_SCAN_40-302-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-302-2,40,302,2
1624,mapmaker_SETTING_SCAN_40-302-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-302-3,40,302,3
1625,mapmaker_SETTING_SCAN_40-302-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-302-5,40,302,5
1626,mapmaker_SETTING_SCAN_40-303-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-303-0,40,303,0
1627,mapmaker_SETTING_SCAN_40-303-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-303-1,40,303,1
1628,mapmaker_SETTING_SCAN_40-303-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-303-2,40,303,2
1629,mapmaker_SETTING_SCAN_40-303-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-303-3,40,303,3
1630,mapmaker_SETTING_SCAN_40-303-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-303-4,40,303,4
1631,mapmaker_SETTING_SCAN_40-304-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-304-0,40,304,0
1632,mapmaker_SETTING_SCAN_40-304-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-304-1,40,304,1
1633,mapmaker_SETTING_SCAN_40-304-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-304-2,40,304,2
1634,mapmaker_SETTING_SCAN_40-304-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-304-3,40,304,3
1635,mapmaker_SETTING_SCAN_40-304-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-304-5,40,304,5
1636,mapmaker_SETTING_SCAN_40-305-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-305-1,40,305,1
1637,mapmaker_SETTING_SCAN_40-305-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-305-2,40,305,2
1638,mapmaker_SETTING_SCAN_40-305-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-305-3,40,305,3
1639,mapmaker_SETTING_SCAN_40-305-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-305-4,40,305,4
1640,mapmaker_SETTING_SCAN_40-305-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-305-5,40,305,5
1641,mapmaker_SETTING_SCAN_40-305-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-305-6,40,305,6
1642,mapmaker_SETTING_SCAN_40-305-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-305-7,40,305,7
1643,mapmaker_SETTING_SCAN_40-306-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-0,40,306,0
1644,mapmaker_SETTING_SCAN_40-306-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-1,40,306,1
1645,mapmaker_SETTING_SCAN_40-306-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-2,40,306,2
1646,mapmaker_SETTING_SCAN_40-306-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-3,40,306,3
1647,mapmaker_SETTING_SCAN_40-306-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-4,40,306,4
1648,mapmaker_SETTING_SCAN_40-306-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-7,40,306,7
1649,mapmaker_SETTING_SCAN_40-306-9_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-9,40,306,9
1650,mapmaker_SETTING_SCAN_40-306-10_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-10,40,306,10
1651,mapmaker_SETTING_SCAN_40-306-11_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-11,40,306,11
1652,mapmaker_SETTING_SCAN_40-306-12_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-12,40,306,12
1653,mapmaker_SETTING_SCAN_40-306-13_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-13,40,306,13
1654,mapmaker_SETTING_SCAN_40-306-14_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-14,40,306,14
1655,mapmaker_SETTING_SCAN_40-306-15_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-15,40,306,15
1656,mapmaker_SETTING_SCAN_40-306-16_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-16,40,306,16
1657,mapmaker_SETTING_SCAN_40-306-18_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-18,40,306,18
1658,mapmaker_SETTING_SCAN_40-306-19_noiseweighted_map_nside4096.fits.gz,SETTING,40-306-19,40,306,19
1659,mapmaker_SETTING_SCAN_40-307-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-0,40,307,0
1660,mapmaker_SETTING_SCAN_40-307-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-1,40,307,1
1661,mapmaker_SETTING_SCAN_40-307-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-2,40,307,2
1662,mapmaker_SETTING_SCAN_40-307-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-3,40,307,3
1663,mapmaker_SETTING_SCAN_40-307-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-4,40,307,4
1664,mapmaker_SETTING_SCAN_40-307-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-5,40,307,5
1665,mapmaker_SETTING_SCAN_40-307-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-6,40,307,6
1666,mapmaker_SETTING_SCAN_40-307-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-307-7,40,307,7
1667,mapmaker_SETTING_SCAN_40-308-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-308-0,40,308,0
1668,mapmaker_SETTING_SCAN_40-308-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-308-1,40,308,1
1669,mapmaker_SETTING_SCAN_40-308-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-308-2,40,308,2
1670,mapmaker_SETTING_SCAN_40-308-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-308-3,40,308,3
1671,mapmaker_SETTING_SCAN_40-308-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-308-4,40,308,4
1672,mapmaker_SETTING_SCAN_40-308-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-308-6,40,308,6
1673,mapmaker_SETTING_SCAN_40-308-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-308-7,40,308,7
1674,mapmaker_SETTING_SCAN_40-309-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-309-0,40,309,0
1675,mapmaker_SETTING_SCAN_40-309-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-309-1,40,309,1
1676,mapmaker_SETTING_SCAN_40-309-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-309-2,40,309,2
1677,mapmaker_SETTING_SCAN_40-309-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-309-4,40,309,4
1678,mapmaker_SETTING_SCAN_40-309-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-309-5,40,309,5
1679,mapmaker_SETTING_SCAN_40-309-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-309-6,40,309,6
1680,mapmaker_SETTING_SCAN_40-309-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-309-7,40,309,7
1681,mapmaker_SETTING_SCAN_40-310-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-310-0,40,310,0
1682,mapmaker_SETTING_SCAN_40-310-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-310-1,40,310,1
1683,mapmaker_SETTING_SCAN_40-310-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-310-2,40,310,2
1684,mapmaker_SETTING_SCAN_40-310-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-310-3,40,310,3
1685,mapmaker_SETTING_SCAN_40-310-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-310-4,40,310,4
1686,mapmaker_SETTING_SCAN_40-310-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-310-5,40,310,5
1687,mapmaker_SETTING_SCAN_40-311-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-311-1,40,311,1
1688,mapmaker_SETTING_SCAN_40-311-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-311-3,40,311,3
1689,mapmaker_SETTING_SCAN_40-311-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-311-4,40,311,4
1690,mapmaker_SETTING_SCAN_40-312-0_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-0,40,312,0
1691,mapmaker_SETTING_SCAN_40-312-1_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-1,40,312,1
1692,mapmaker_SETTING_SCAN_40-312-2_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-2,40,312,2
1693,mapmaker_SETTING_SCAN_40-312-3_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-3,40,312,3
1694,mapmaker_SETTING_SCAN_40-312-4_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-4,40,312,4
1695,mapmaker_SETTING_SCAN_40-312-5_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-5,40,312,5
1696,mapmaker_SETTING_SCAN_40-312-6_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-6,40,312,6
1697,mapmaker_SETTING_SCAN_40-312-7_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-7,40,312,7
1698,mapmaker_SETTING_SCAN_40-312-8_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-8,40,312,8
1699,mapmaker_SETTING_SCAN_40-312-9_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-9,40,312,9
1700,mapmaker_SETTING_SCAN_40-312-10_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-10,40,312,10
1701,mapmaker_SETTING_SCAN_40-312-11_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-11,40,312,11
1702,mapmaker_SETTING_SCAN_40-312-13_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-13,40,312,13
1703,mapmaker_SETTING_SCAN_40-312-14_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-14,40,312,14
1704,mapmaker_SETTING_SCAN_40-312-15_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-15,40,312,15
1705,mapmaker_SETTING_SCAN_40-312-16_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-16,40,312,16
1706,mapmaker_SETTING_SCAN_40-312-17_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-17,40,312,17
1707,mapmaker_SETTING_SCAN_40-312-18_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-18,40,312,18
1708,mapmaker_SETTING_SCAN_40-312-19_noiseweighted_map_nside4096.fits.gz,SETTING,40-312-19,40,312,19
